1595187821.986494	Ultrasonic Sensor HC-SR04 Test
1595187822.007849	with Arduino UNO R3
1595187822.015784	34.73
1595187822.970166	35.02
1595187823.973489	35.02
1595187824.976759	35.19
1595187825.981115	34.82
1595187826.984092	34.88
1595187827.987169	35.38
1595187828.995220	34.94
1595187829.998482	34.88
1595187831.001812	35.11
1595187832.006314	35.05
1595187833.009401	35.38
1595187834.013719	35.55
1595187835.016714	35.53
1595187836.024772	35.11
1595187837.028091	34.83
1595187838.031348	35.29
1595187839.034424	35.36
1595187840.038745	35.31
1595187841.041749	35.24
1595187842.049795	35.38
1595187843.053118	35.39
1595187844.056366	35.41
1595187845.060695	35.38
1595187846.063762	35.51
1595187847.068179	35.60
1595187848.074938	35.60
1595187849.078255	35.67
1595187850.082756	35.80
1595187851.085835	35.80
1595187852.088902	35.72
1595187853.093164	35.67
1595187854.099948	35.80
1595187855.104503	35.75
1595187856.107760	35.45
1595187857.110837	35.77
1595187858.115145	35.97
1595187859.118151	36.33
1595187860.126197	36.30
1595187861.129520	36.52
1595187862.132831	36.48
1595187863.137088	36.18
1595187864.140162	36.30
1595187865.148201	36.24
1595187866.151455	35.84
1595187867.154774	36.16
1595187868.159166	36.55
1595187869.162193	36.69
1595187870.165150	36.75
1595187871.173206	36.72
1595187872.176524	37.01
1595187873.179848	36.72
1595187874.184095	36.81
1595187875.187160	37.16
1595187876.195208	36.81
1595187877.198517	36.40
1595187878.201783	36.48
1595187879.206098	36.45
1595187880.209229	36.58
1595187881.213414	36.30
1595187882.220212	36.31
1595187883.223533	36.11
1595187884.228109	36.19
1595187885.231121	36.87
1595187886.235441	37.18
1595187887.242240	36.75
1595187888.245561	37.45
1595187889.250074	37.18
1595187890.253151	37.26
1595187891.256223	36.89
1595187892.264270	37.01
1595187893.267551	37.03
1595187894.270855	37.03
1595187895.275173	37.40
1595187896.278245	37.47
1595187897.286294	37.40
1595187898.289555	37.23
1595187899.292877	37.74
1595187900.297195	37.60
1595187901.300265	37.37
1595187902.308312	37.04
1595187903.311576	37.37
1595187904.314890	37.37
1595187905.319274	37.40
1595187906.322283	37.40
1595187907.326540	37.40
1595187908.333331	37.08
1595187909.336656	37.45
1595187910.340985	37.59
1595187911.344057	37.91
1595187912.348301	37.81
1595187913.355101	37.81
1595187914.358428	38.32
1595187915.362752	37.67
1595187916.365807	38.10
1595187917.373859	38.23
1595187918.377116	37.91
1595187919.380439	37.08
1595187920.384755	37.50
1595187921.387827	37.81
1595187922.395878	37.86
1595187923.399130	37.81
1595187924.402452	37.81
1595187925.406767	37.91
1595187926.409844	38.79
1595187927.417883	38.37
1595187928.421214	38.62
1595187929.424525	38.54
1595187930.428783	38.96
1595187931.431848	39.05
1595187932.439902	38.27
1595187933.443214	38.76
1595187934.446293	38.05
1595187935.450607	36.72
1595187936.457527	37.88
1595187937.460787	38.37
1595187938.465345	38.68
1595187939.468424	38.69
1595187940.471498	38.79
1595187941.479538	39.47
1595187942.482858	38.79
1595187943.487181	39.32
1595187944.490246	38.18
1595187945.498287	39.05
1595187946.501551	38.27
1595187947.504865	38.23
1595187948.509263	38.23
1595187949.512258	38.34
1595187950.519107	38.61
1595187951.523610	38.54
1595187952.526864	38.57
1595187953.529937	38.96
1595187954.534253	39.41
1595187955.541053	39.54
1595187956.545616	40.05
1595187957.548713	38.88
1595187958.553015	38.54
1595187959.559809	38.59
1595187960.563132	38.96
1595187961.567448	38.59
1595187962.570449	38.54
1595187963.574766	38.54
1595187964.581565	38.18
1595187965.584883	38.61
1595187966.589273	39.08
1595187967.592276	38.66
1595187968.600342	38.74
1595187969.603633	39.12
1595187970.606711	40.02
1595187971.611027	40.10
1595187972.617859	39.29
1595187973.622321	38.25
1595187974.625638	39.05
1595187975.628745	39.41
1595187976.633027	39.10
1595187977.639831	38.69
1595187978.644396	39.05
1595187979.647466	38.32
1595187980.650575	39.10
1595187981.654785	38.69
1595187982.661581	39.80
1595187983.666138	40.31
1595187984.669284	40.22
1595187985.673545	39.53
1595187986.680335	40.09
1595187987.683649	39.97
1595187988.687979	38.61
1595187989.691172	39.34
1595187990.699217	38.96
1595187991.702535	38.54
1595187992.705599	38.61
1595187993.709857	38.52
1595187994.712925	38.54
1595187995.720976	38.11
1595187996.724283	38.54
1595187997.727357	38.59
1595187998.731676	37.76
1595187999.738472	38.18
1595188000.743043	40.61
1595188001.746294	38.18
1595188002.749359	38.90
1595188003.753679	38.93
1595188004.760475	38.54
1595188005.763796	39.32
1595188006.768120	39.24
1595188007.771188	38.17
1595188008.779235	38.96
1595188009.782678	38.98
1595188010.785985	39.34
1595188011.790251	39.39
1595188012.793310	39.80
1595188013.801348	39.70
1595188014.804662	40.15
1595188015.807736	38.32
1595188016.812047	41.12
1595188017.818837	39.53
1595188018.823403	39.05
1595188019.826465	39.02
1595188020.829529	39.03
1595188021.837571	38.68
1595188022.840887	39.10
1595188023.844127	38.30
1595188024.848446	38.62
1595188025.851521	39.44
1595188026.859554	38.57
1595188027.862876	39.93
1595188028.867187	40.22
1595188029.870263	39.05
1595188030.877044	41.09
1595188031.881615	41.04
1595188032.884678	39.39
1595188033.888989	40.83
1595188034.895778	40.26
1595188035.899160	39.80
1595188036.903416	38.23
1595188037.906477	39.10
1595188038.914513	39.46
1595188039.917761	38.66
1595188040.921089	39.90
1595188041.925408	39.05
1595188042.928459	39.83
1595188043.936507	39.83
1595188044.939823	39.39
1595188045.942894	38.61
1595188046.947214	38.74
1595188047.954003	39.10
1595188048.958562	39.17
1595188049.961638	40.31
1595188050.964698	39.46
1595188051.968946	39.03
1595188052.975736	39.34
1595188053.980306	39.32
1595188054.983367	39.66
1595188055.987686	39.37
1595188056.994483	39.47
1595188057.997795	38.69
1595188059.002112	39.53
1595188060.005177	39.90
1595188061.013225	39.46
1595188062.016532	39.47
1595188063.019607	39.41
1595188064.023923	39.10
1595188065.026917	39.37
1595188066.034966	39.75
1595188067.038277	40.31
1595188068.041356	40.24
1595188069.045898	39.10
1595188070.052465	39.88
1595188071.057035	39.90
1595188072.060104	38.68
1595188073.064422	39.95
1595188074.071210	39.93
1595188075.074524	40.32
1595188076.078849	40.31
1595188077.081941	38.74
1595188078.089956	38.34
1595188079.093267	39.10
1595188080.096589	39.47
1595188081.100968	39.53
1595188082.104038	39.90
1595188083.110949	38.62
1595188084.115507	39.51
1595188085.118587	39.90
1595188086.122909	40.26
1595188087.129696	39.44
1595188088.133007	39.58
1595188089.137329	39.15
1595188090.140426	39.10
1595188091.148429	39.37
1595188092.151791	40.61
1595188093.154821	39.05
1595188094.159152	38.57
1595188095.162150	39.75
1595188096.170174	39.30
1595188097.173497	38.96
1595188098.176570	39.05
1595188099.180899	39.93
1595188100.187682	38.74
1595188101.192248	39.90
1595188102.195323	39.88
1595188103.198511	39.83
1595188104.206551	39.05
1595188105.209871	39.41
1595188106.214195	39.80
1595188107.217259	40.17
1595188108.225293	39.02
1595188109.228612	40.22
1595188110.231932	40.53
1595188111.235059	38.68
1595188112.239388	40.17
1595188113.246166	40.12
1595188114.250739	40.53
1595188115.253810	39.30
1595188116.258128	39.64
1595188117.264909	40.36
1595188118.268233	39.61
1595188119.272558	40.05
1595188120.275628	40.09
1595188121.283659	39.58
1595188122.286984	41.16
1595188123.290065	40.51
1595188124.294403	41.17
1595188125.301167	40.05
1595188126.305726	39.75
1595188127.308808	39.80
1595188128.311874	39.47
1595188129.320040	39.80
1595188130.323349	40.83
1595188131.327677	39.73
1595188132.330773	40.10
1595188133.338781	40.90
1595188134.342106	39.44
1595188135.345175	40.38
1595188136.349487	39.66
1595188137.356278	40.60
1595188138.359602	39.70
1595188139.363925	40.53
1595188140.366982	39.44
